state,period,facility,stage,setting,orders_signed,orders_completed,avg_days_to_completion,median_days_to_completion,pct_within_deadline,pct_within_alt2,pct_within_alt3,report,source_url,source_sha,pdf_page,table_ref
WA,2021-07,WSH,evaluation,inpatient,16.0,19.0,22.8,24.0,11.0,11.0,11.0,Trueblood-Report-2022-08.pdf,(local) Trueblood-Report-2022-08.pdf,76874be56410,13,Table 3
WA,2021-08,WSH,evaluation,inpatient,22.0,11.0,18.6,15.0,27.0,36.0,36.0,Trueblood-Report-2022-09.pdf,(local) Trueblood-Report-2022-09.pdf,74671e617b2c,13,Table 3
WA,2021-09,WSH,evaluation,inpatient,17.0,16.0,29.1,28.0,25.0,25.0,25.0,Trueblood-Report-2022-09.pdf,(local) Trueblood-Report-2022-09.pdf,74671e617b2c,13,Table 3
WA,2021-10,WSH,evaluation,inpatient,11.0,16.0,49.9,57.0,6.0,6.0,6.0,Trueblood-Report-2022-11.pdf,(local) Trueblood-Report-2022-11.pdf,e8b82f16473a,13,Table 3
WA,2021-11,WSH,evaluation,inpatient,14.0,16.0,43.6,51.0,6.0,13.0,13.0,Trueblood-Report-2022-11.pdf,(local) Trueblood-Report-2022-11.pdf,e8b82f16473a,13,Table 3
WA,2021-12,WSH,evaluation,inpatient,18.0,18.0,36.7,36.0,0.0,0.0,0.0,Trueblood-Report-2023-01.pdf,(local) Trueblood-Report-2023-01.pdf,3a0d5b251edc,13,Table 3
WA,2022-01,WSH,evaluation,inpatient,13.0,13.0,32.6,35.0,15.0,15.0,15.0,Trueblood-Report-2023-02.pdf,(local) Trueblood-Report-2023-02.pdf,7009c637f545,13,Table 3
WA,2022-02,WSH,evaluation,inpatient,14.0,7.0,30.9,24.0,43.0,43.0,43.0,Trueblood-Report-2023-02.pdf,(local) Trueblood-Report-2023-02.pdf,7009c637f545,13,Table 3
WA,2022-03,WSH,evaluation,inpatient,11.0,17.0,57.5,67.0,6.0,6.0,6.0,Trueblood-Report-2023-04.pdf,(local) Trueblood-Report-2023-04.pdf,1a09abe029a9,13,Table 3
WA,2022-04,WSH,evaluation,inpatient,10.0,11.0,35.7,23.0,18.0,18.0,18.0,Trueblood-Report-2023-05.pdf,(local) Trueblood-Report-2023-05.pdf,485d112f4341,13,Table 3
WA,2022-05,WSH,evaluation,inpatient,7.0,10.0,18.3,13.0,10.0,10.0,10.0,Trueblood-Report-2023-06.pdf,(local) Trueblood-Report-2023-06.pdf,69cb8ee59778,14,Table 3
WA,2022-06,WSH,evaluation,inpatient,10.0,12.0,81.8,120.5,8.0,8.0,8.0,Trueblood-Report-2023-06.pdf,(local) Trueblood-Report-2023-06.pdf,69cb8ee59778,14,Table 3
WA,2022-07,WSH,evaluation,inpatient,19.0,11.0,20.5,4.0,55.0,55.0,55.0,Trueblood-Report-2023-08.pdf,(local) Trueblood-Report-2023-08.pdf,db59247b803f,14,Table 3
WA,2022-08,WSH,evaluation,inpatient,18.0,10.0,44.0,21.5,20.0,20.0,20.0,Trueblood-Report-2023-09.pdf,(local) Trueblood-Report-2023-09.pdf,f8377cdfa1b9,14,Table 3
WA,2022-09,WSH,evaluation,inpatient,16.0,11.0,27.8,16.0,0.0,0.0,0.0,Trueblood-Report-2023-10.pdf,(local) Trueblood-Report-2023-10.pdf,f047e00db7ce,14,Table 3
WA,2022-10,WSH,evaluation,inpatient,16.0,8.0,43.6,39.5,25.0,25.0,25.0,Trueblood-Report-2023-11.pdf,(local) Trueblood-Report-2023-11.pdf,15755243894b,14,Table 3
WA,2022-11,WSH,evaluation,inpatient,3.0,3.0,46.0,51.0,0.0,0.0,0.0,Trueblood-Report-2023-12.pdf,(local) Trueblood-Report-2023-12.pdf,5bbaa732398b,14,Table 3
WA,2022-12,WSH,evaluation,inpatient,13.0,11.0,91.5,70.0,9.0,9.0,9.0,Trueblood-Report-2024-01.pdf,(local) Trueblood-Report-2024-01.pdf,8133c8ee7330,14,Table 3
WA,2023-01,WSH,evaluation,inpatient,7.0,21.0,85.6,84.0,0.0,0.0,0.0,Trueblood-Report-2024-02.pdf,(local) Trueblood-Report-2024-02.pdf,fd865b0cb050,14,Table 3
WA,2023-02,WSH,evaluation,inpatient,0.0,12.0,149.2,141.0,0.0,0.0,0.0,Trueblood-Report-2024-03.pdf,(local) Trueblood-Report-2024-03.pdf,549e58928e44,14,Table 3
WA,2023-03,WSH,evaluation,inpatient,3.0,7.0,190.7,218.0,0.0,0.0,0.0,Trueblood-Report-2024-04.pdf,(local) Trueblood-Report-2024-04.pdf,5636183a032d,14,Table 3
WA,2023-04,WSH,evaluation,inpatient,3.0,8.0,67.1,50.0,13.0,13.0,13.0,Trueblood-Report-2024-05.pdf,(local) Trueblood-Report-2024-05.pdf,ca3168328dcc,14,Table 3
WA,2023-05,WSH,evaluation,inpatient,1.0,7.0,141.0,131.0,0.0,0.0,0.0,Trueblood-Report-2024-05.pdf,(local) Trueblood-Report-2024-05.pdf,ca3168328dcc,14,Table 3
WA,2023-06,WSH,evaluation,inpatient,6.0,4.0,38.8,26.5,0.0,0.0,0.0,Trueblood-Report-2024-07.pdf,(local) Trueblood-Report-2024-07.pdf,241098be5e6b,14,Table 3
WA,2023-07,WSH,evaluation,inpatient,12.0,7.0,15.3,14.0,0.0,0.0,0.0,Trueblood-Report-2024-08.pdf,(local) Trueblood-Report-2024-08.pdf,14009159338a,14,Table 3
WA,2023-08,WSH,evaluation,inpatient,9.0,4.0,57.0,51.0,25.0,25.0,25.0,Trueblood-Report-2024-09.pdf,(local) Trueblood-Report-2024-09.pdf,3bfc640f8b9d,14,Table 3
WA,2023-09,WSH,evaluation,inpatient,11.0,12.0,47.1,59.0,17.0,17.0,17.0,Trueblood-Report-2024-10.pdf,(local) Trueblood-Report-2024-10.pdf,46d3b90ae09f,15,Table 3
WA,2023-10,WSH,evaluation,inpatient,6.0,16.0,38.3,36.5,0.0,0.0,0.0,Trueblood-Report-2024-11.pdf,(local) Trueblood-Report-2024-11.pdf,53aaf66ede40,15,Table 4
WA,2023-11,WSH,evaluation,inpatient,8.0,5.0,25.6,26.0,0.0,0.0,0.0,Trueblood-Report-2024-12.pdf,(local) Trueblood-Report-2024-12.pdf,faf2ed19cc54,16,Table 4
WA,2023-12,WSH,evaluation,inpatient,7.0,9.0,22.4,29.0,33.0,33.0,33.0,Trueblood-Report-2025-01.pdf,(local) Trueblood-Report-2025-01.pdf,901f55094ef0,16,Table 4
WA,2024-01,WSH,evaluation,inpatient,5.0,9.0,18.0,26.0,33.0,33.0,33.0,Trueblood-Report-2025-02.pdf,(local) Trueblood-Report-2025-02.pdf,265ae906e2cb,16,Table 4
WA,2024-02,WSH,evaluation,inpatient,6.0,5.0,13.8,13.0,0.0,0.0,0.0,Trueblood-Report-2025-03.pdf,(local) Trueblood-Report-2025-03.pdf,07ce04aa2201,16,Table 4
WA,2024-03,WSH,evaluation,inpatient,10.0,11.0,8.0,7.0,55.0,55.0,55.0,Trueblood-Report-2025-04.pdf,(local) Trueblood-Report-2025-04.pdf,ccf190df18c8,16,Table 4
WA,2024-04,WSH,evaluation,inpatient,11.0,11.0,6.4,6.0,82.0,82.0,91.0,Trueblood-Report-2025-05.pdf,(local) Trueblood-Report-2025-05.pdf,3476aedc530f,16,Table 4
WA,2024-05,WSH,evaluation,inpatient,11.0,11.0,5.9,6.0,91.0,100.0,100.0,Trueblood-Report-2025-06.pdf,(local) Trueblood-Report-2025-06.pdf,eb0f8715a502,16,Table 4
WA,2024-06,WSH,evaluation,inpatient,7.0,6.0,5.3,5.5,100.0,100.0,100.0,Trueblood-Report-2025-07.pdf,(local) Trueblood-Report-2025-07.pdf,3593428da632,16,Table 4
WA,2024-07,WSH,evaluation,inpatient,12.0,12.0,4.9,5.0,100.0,100.0,100.0,Trueblood-Report-2025-08.pdf,(local) Trueblood-Report-2025-08.pdf,4e61c15429a2,17,Table 4
WA,2024-08,WSH,evaluation,inpatient,19.0,15.0,5.7,6.0,87.0,100.0,100.0,Trueblood-Report-2025-09.pdf,(local) Trueblood-Report-2025-09.pdf,b967b422d8e7,18,Table 4
WA,2024-09,WSH,evaluation,inpatient,13.0,17.0,5.2,6.0,100.0,100.0,100.0,Trueblood-Report-2025-10.pdf,(local) Trueblood-Report-2025-10.pdf,576a95fe6dda,18,Table 4
WA,2024-10,WSH,evaluation,inpatient,12.0,12.0,11.8,6.0,83.0,83.0,83.0,Trueblood-Report-2025-11.pdf,(local) Trueblood-Report-2025-11.pdf,c4932d189f27,18,Table 4
WA,2024-11,WSH,evaluation,inpatient,10.0,9.0,6.7,5.0,89.0,89.0,89.0,Trueblood-Report-2025-12.pdf,(local) Trueblood-Report-2025-12.pdf,c2cca9e44936,18,Table 4
WA,2024-12,WSH,evaluation,inpatient,13.0,15.0,5.1,6.0,100.0,100.0,100.0,Trueblood-Report-2026-01.pdf,(local) Trueblood-Report-2026-01.pdf,7c0ee14e8083,18,Table 4
WA,2025-01,WSH,evaluation,inpatient,14.0,13.0,5.7,6.0,100.0,100.0,100.0,Trueblood-Report-2026-02.pdf,(local) Trueblood-Report-2026-02.pdf,62cb0b228080,18,Table 4
WA,2025-02,WSH,evaluation,inpatient,24.0,20.0,5.2,6.0,95.0,100.0,100.0,Trueblood-Report-2026-03.pdf,(local) Trueblood-Report-2026-03.pdf,f84492e7b4b1,19,Table 4
WA,2025-03,WSH,evaluation,inpatient,21.0,17.0,5.8,5.0,82.0,88.0,94.0,Trueblood-Report-2026-04.pdf,(local) Trueblood-Report-2026-04.pdf,bb022575e7bf,19,Table 4
WA,2025-04,WSH,evaluation,inpatient,14.0,18.0,4.9,6.0,94.0,94.0,94.0,Trueblood-Report-2026-05.pdf,(local) Trueblood-Report-2026-05.pdf,8494818a4829,18,Table 4
WA,2025-05,WSH,evaluation,inpatient,12.0,18.0,4.0,2.0,94.0,94.0,94.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2025-06,WSH,evaluation,inpatient,21.0,20.0,5.1,5.0,95.0,100.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2025-07,WSH,evaluation,inpatient,23.0,23.0,4.5,4.0,96.0,100.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2025-08,WSH,evaluation,inpatient,19.0,20.0,3.8,3.0,100.0,100.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2025-09,WSH,evaluation,inpatient,20.0,18.0,3.9,3.5,100.0,100.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2025-10,WSH,evaluation,inpatient,15.0,15.0,3.9,4.0,100.0,100.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2025-11,WSH,evaluation,inpatient,18.0,14.0,6.4,5.0,86.0,86.0,86.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2025-12,WSH,evaluation,inpatient,20.0,25.0,5.6,5.0,92.0,92.0,96.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2026-01,WSH,evaluation,inpatient,24.0,17.0,4.4,5.0,100.0,100.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2026-02,WSH,evaluation,inpatient,27.0,27.0,4.3,4.0,89.0,96.0,93.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2026-03,WSH,evaluation,inpatient,33.0,31.0,4.7,4.0,90.0,94.0,94.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2026-04,WSH,evaluation,inpatient,21.0,27.0,4.5,4.0,96.0,96.0,96.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2026-05,WSH,evaluation,inpatient,36.0,30.0,4.9,4.5,87.0,93.0,93.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,18,Table 4
WA,2018-09,WSH,evaluation,jail,238.0,243.0,10.3,10.0,92.0,94.0,94.0,Trueblood-Report-2019-10.pdf,(local) Trueblood-Report-2019-10.pdf,68a64fa8c402,8,Table 2
WA,2018-10,WSH,evaluation,jail,305.0,290.0,11.1,11.0,89.0,93.0,93.0,Trueblood-Report-2019-11.pdf,(local) Trueblood-Report-2019-11.pdf,6ba93df67949,8,Table 2
WA,2018-11,WSH,evaluation,jail,250.0,274.0,12.7,13.0,75.0,78.0,80.0,Trueblood-Report-2019-12.pdf,(local) Trueblood-Report-2019-12.pdf,ff3749aafc99,8,Table 2
WA,2018-12,WSH,evaluation,jail,226.0,230.0,10.8,11.0,90.0,94.0,95.0,Trueblood-Report-2020-01.pdf,(local) Trueblood-Report-2020-01.pdf,9eb8848df148,8,Table 2
WA,2019-01,WSH,evaluation,jail,291.0,262.0,11.2,12.0,83.0,86.0,86.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,9,Table 2
WA,2019-02,WSH,evaluation,jail,233.0,230.0,12.5,12.0,78.0,83.0,84.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,9,Table 2
WA,2019-03,WSH,evaluation,jail,308.0,294.0,11.9,12.0,83.0,86.0,87.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,9,Table 2
WA,2019-04,WSH,evaluation,jail,322.0,346.0,11.7,12.0,83.0,86.0,86.0,Trueblood-Report-2020-05.pdf,(local) Trueblood-Report-2020-05.pdf,1bb8472c04e2,11,Table 2
WA,2019-05,WSH,evaluation,jail,327.0,321.0,12.2,13.0,79.0,83.0,85.0,Trueblood-Report-2020-06.pdf,(local) Trueblood-Report-2020-06.pdf,99295309355d,11,Table 2
WA,2019-06,WSH,evaluation,jail,306.0,280.0,12.9,13.0,75.0,81.0,84.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,11,Table 2
WA,2019-07,WSH,evaluation,jail,388.0,379.0,12.3,13.0,75.0,79.0,80.0,Trueblood-Report-2020-08.pdf,(local) Trueblood-Report-2020-08.pdf,3748df2b901c,12,Table 2
WA,2019-08,WSH,evaluation,jail,368.0,360.0,11.7,12.0,81.0,86.0,89.0,Trueblood-Report-2020-09.pdf,(local) Trueblood-Report-2020-09.pdf,3319302cfb51,12,Table 2
WA,2019-09,WSH,evaluation,jail,294.0,328.0,12.0,13.0,84.0,87.0,89.0,Trueblood-Report-2020-10.pdf,(local) Trueblood-Report-2020-10.pdf,2bedf0f4cfff,13,Table 2
WA,2019-10,WSH,evaluation,jail,411.0,374.0,11.5,12.0,84.0,88.0,91.0,Trueblood-Report-2020-11.pdf,(local) Trueblood-Report-2020-11.pdf,595ab0efa441,13,Table 2
WA,2019-11,WSH,evaluation,jail,306.0,326.0,12.6,13.0,78.0,85.0,89.0,Trueblood-Report-2020-12.pdf,(local) Trueblood-Report-2020-12.pdf,197278ce3fbf,12,Table 2
WA,2019-12,WSH,evaluation,jail,337.0,344.0,12.6,13.0,69.0,76.0,77.0,Trueblood-Report-2021-01.pdf,(local) Trueblood-Report-2021-01.pdf,ee5f4e460f7b,12,Table 2
WA,2020-01,WSH,evaluation,jail,393.0,360.0,12.2,13.0,76.0,81.0,85.0,Trueblood-Report-2021-02.pdf,(local) Trueblood-Report-2021-02.pdf,b54a5a28745c,11,Table 2
WA,2020-02,WSH,evaluation,jail,358.0,373.0,12.1,13.0,81.0,84.0,86.0,Trueblood-Report-2021-03.pdf,(local) Trueblood-Report-2021-03.pdf,6b2aa713e0fb,11,Table 2
WA,2020-03,WSH,evaluation,jail,247.0,338.0,12.3,13.0,78.0,82.0,85.0,Trueblood-Report-2021-04.pdf,(local) Trueblood-Report-2021-04.pdf,4b588bfa8cf2,11,Table 2
WA,2020-04,WSH,evaluation,jail,183.0,150.0,13.7,13.0,62.0,68.0,69.0,Trueblood-Report-2021-05.pdf,(local) Trueblood-Report-2021-05.pdf,0cb3da8cda63,11,Table 2
WA,2020-05,WSH,evaluation,jail,202.0,200.0,14.3,13.0,65.0,71.0,72.0,Trueblood-Report-2021-06.pdf,(local) Trueblood-Report-2021-06.pdf,aecc13a6d1dc,11,Table 2
WA,2020-06,WSH,evaluation,jail,240.0,244.0,12.3,13.0,83.0,85.0,86.0,Trueblood-Report-2021-07.pdf,(local) Trueblood-Report-2021-07.pdf,5d748b19d1a9,11,Table 2
WA,2020-07,WSH,evaluation,jail,296.0,267.0,12.1,12.0,80.0,81.0,83.0,Trueblood-Report-2021-07.pdf,(local) Trueblood-Report-2021-07.pdf,5d748b19d1a9,11,Table 2
WA,2020-08,WSH,evaluation,jail,290.0,292.0,11.3,12.0,86.0,90.0,92.0,Trueblood-Report-2021-09.pdf,(local) Trueblood-Report-2021-09.pdf,19b1ac35a2cc,11,Table 2
WA,2020-09,WSH,evaluation,jail,309.0,292.0,11.7,12.0,81.0,84.0,85.0,Trueblood-Report-2021-10.pdf,(local) Trueblood-Report-2021-10.pdf,97de982233a3,11,Table 2
WA,2020-10,WSH,evaluation,jail,328.0,331.0,12.6,13.0,82.0,86.0,89.0,Trueblood-Report-2021-11.pdf,(local) Trueblood-Report-2021-11.pdf,a4ddd236f8ce,11,Table 2
WA,2020-11,WSH,evaluation,jail,246.0,257.0,12.2,13.0,79.0,81.0,85.0,Trueblood-Report-2021-12.pdf,(local) Trueblood-Report-2021-12.pdf,84321c2e419d,11,Table 2
WA,2020-12,WSH,evaluation,jail,242.0,267.0,13.0,13.0,74.0,84.0,85.0,Trueblood-Report-2022-01.pdf,(local) Trueblood-Report-2022-01.pdf,80a1c9a9027a,11,Table 2
WA,2021-01,WSH,evaluation,jail,266.0,245.0,12.8,13.0,76.0,79.0,80.0,Trueblood-Report-2022-02.pdf,(local) Trueblood-Report-2022-02.pdf,7e0983577785,12,Table 2
WA,2021-02,WSH,evaluation,jail,224.0,248.0,12.0,13.0,85.0,89.0,90.0,Trueblood-Report-2022-03.pdf,(local) Trueblood-Report-2022-03.pdf,758295511742,12,Table 2
WA,2021-03,WSH,evaluation,jail,345.0,310.0,10.9,12.0,91.0,94.0,95.0,Trueblood-Report-2022-04.pdf,(local) Trueblood-Report-2022-04.pdf,86a0c06b80b5,12,Table 2
WA,2021-04,WSH,evaluation,jail,324.0,333.0,11.9,13.0,83.0,89.0,90.0,Trueblood-Report-2022-05.pdf,(local) Trueblood-Report-2022-05.pdf,6fa242a431c7,12,Table 2
WA,2021-05,WSH,evaluation,jail,295.0,288.0,12.0,13.0,88.0,90.0,92.0,Trueblood-Report-2022-06.pdf,(local) Trueblood-Report-2022-06.pdf,fac7ad731caf,12,Table 2
WA,2021-06,WSH,evaluation,jail,336.0,312.0,12.4,13.0,80.0,83.0,86.0,Trueblood-Report-2022-07.pdf,(local) Trueblood-Report-2022-07.pdf,1ed794b880ce,12,Table 2
WA,2021-07,WSH,evaluation,jail,376.0,363.0,12.8,13.0,80.0,83.0,87.0,Trueblood-Report-2022-08.pdf,(local) Trueblood-Report-2022-08.pdf,76874be56410,12,Table 2
WA,2021-08,WSH,evaluation,jail,426.0,389.0,13.4,13.0,76.0,79.0,85.0,Trueblood-Report-2022-09.pdf,(local) Trueblood-Report-2022-09.pdf,74671e617b2c,12,Table 2
WA,2021-09,WSH,evaluation,jail,396.0,400.0,14.5,14.0,65.0,70.0,80.0,Trueblood-Report-2022-10.pdf,(local) Trueblood-Report-2022-10.pdf,625cf77b4b24,12,Table 2
WA,2021-10,WSH,evaluation,jail,399.0,427.0,13.0,13.0,78.0,81.0,87.0,Trueblood-Report-2022-11.pdf,(local) Trueblood-Report-2022-11.pdf,e8b82f16473a,12,Table 2
WA,2021-11,WSH,evaluation,jail,395.0,381.0,12.3,13.0,86.0,90.0,91.0,Trueblood-Report-2022-11.pdf,(local) Trueblood-Report-2022-11.pdf,e8b82f16473a,12,Table 2
WA,2021-12,WSH,evaluation,jail,381.0,409.0,13.0,13.0,79.0,83.0,89.0,Trueblood-Report-2023-01.pdf,(local) Trueblood-Report-2023-01.pdf,3a0d5b251edc,12,Table 2
WA,2022-01,WSH,evaluation,jail,345.0,354.0,14.2,14.0,73.0,75.0,83.0,Trueblood-Report-2023-02.pdf,(local) Trueblood-Report-2023-02.pdf,7009c637f545,12,Table 2
WA,2022-02,WSH,evaluation,jail,359.0,363.0,13.1,13.0,81.0,84.0,89.0,Trueblood-Report-2023-02.pdf,(local) Trueblood-Report-2023-02.pdf,7009c637f545,12,Table 2
WA,2022-03,WSH,evaluation,jail,467.0,427.0,12.5,13.0,85.0,88.0,92.0,Trueblood-Report-2023-04.pdf,(local) Trueblood-Report-2023-04.pdf,1a09abe029a9,12,Table 2
WA,2022-04,WSH,evaluation,jail,461.0,415.0,12.9,13.0,81.0,86.0,92.0,Trueblood-Report-2023-05.pdf,(local) Trueblood-Report-2023-05.pdf,485d112f4341,12,Table 2
WA,2022-05,WSH,evaluation,jail,429.0,479.0,13.2,13.0,80.0,86.0,91.0,Trueblood-Report-2023-06.pdf,(local) Trueblood-Report-2023-06.pdf,69cb8ee59778,13,Table 2
WA,2022-06,WSH,evaluation,jail,402.0,422.0,13.1,13.0,78.0,84.0,91.0,Trueblood-Report-2023-07.pdf,(local) Trueblood-Report-2023-07.pdf,d9268a6683f3,13,Table 2
WA,2022-07,WSH,evaluation,jail,475.0,389.0,12.8,13.0,81.0,87.0,96.0,Trueblood-Report-2023-08.pdf,(local) Trueblood-Report-2023-08.pdf,db59247b803f,13,Table 2
WA,2022-08,WSH,evaluation,jail,490.0,515.0,13.9,13.0,72.0,78.0,89.0,Trueblood-Report-2023-09.pdf,(local) Trueblood-Report-2023-09.pdf,f8377cdfa1b9,13,Table 2
WA,2022-09,WSH,evaluation,jail,438.0,453.0,13.9,14.0,72.0,77.0,81.0,Trueblood-Report-2023-10.pdf,(local) Trueblood-Report-2023-10.pdf,f047e00db7ce,13,Table 2
WA,2022-10,WSH,evaluation,jail,440.0,425.0,14.3,14.0,76.0,79.0,80.0,Trueblood-Report-2023-11.pdf,(local) Trueblood-Report-2023-11.pdf,15755243894b,13,Table 2
WA,2022-11,WSH,evaluation,jail,357.0,387.0,14.9,14.0,71.0,76.0,78.0,Trueblood-Report-2023-12.pdf,(local) Trueblood-Report-2023-12.pdf,5bbaa732398b,13,Table 2
WA,2022-12,WSH,evaluation,jail,378.0,393.0,13.5,13.0,77.0,79.0,82.0,Trueblood-Report-2024-01.pdf,(local) Trueblood-Report-2024-01.pdf,8133c8ee7330,13,Table 2
WA,2023-01,WSH,evaluation,jail,474.0,427.0,14.1,14.0,71.0,78.0,79.0,Trueblood-Report-2024-02.pdf,(local) Trueblood-Report-2024-02.pdf,fd865b0cb050,13,Table 2
WA,2023-02,WSH,evaluation,jail,368.0,403.0,14.0,13.0,79.0,85.0,87.0,Trueblood-Report-2024-03.pdf,(local) Trueblood-Report-2024-03.pdf,549e58928e44,13,Table 2
WA,2023-03,WSH,evaluation,jail,497.0,467.0,13.3,13.0,81.0,85.0,86.0,Trueblood-Report-2024-04.pdf,(local) Trueblood-Report-2024-04.pdf,5636183a032d,13,Table 2
WA,2023-04,WSH,evaluation,jail,415.0,428.0,13.1,13.0,81.0,85.0,85.0,Trueblood-Report-2024-05.pdf,(local) Trueblood-Report-2024-05.pdf,ca3168328dcc,13,Table 2
WA,2023-05,WSH,evaluation,jail,487.0,491.0,12.7,13.0,85.0,88.0,88.0,Trueblood-Report-2024-06.pdf,(local) Trueblood-Report-2024-06.pdf,58591efc1214,13,Table 2
WA,2023-06,WSH,evaluation,jail,440.0,446.0,13.3,13.0,78.0,81.0,83.0,Trueblood-Report-2024-07.pdf,(local) Trueblood-Report-2024-07.pdf,241098be5e6b,13,Table 2
WA,2023-07,WSH,evaluation,jail,446.0,423.0,13.7,13.0,79.0,84.0,84.0,Trueblood-Report-2024-08.pdf,(local) Trueblood-Report-2024-08.pdf,14009159338a,13,Table 2
WA,2023-08,WSH,evaluation,jail,450.0,461.0,13.5,14.0,79.0,82.0,83.0,Trueblood-Report-2024-09.pdf,(local) Trueblood-Report-2024-09.pdf,3bfc640f8b9d,13,Table 2
WA,2023-09,WSH,evaluation,jail,383.0,377.0,14.0,14.0,76.0,80.0,81.0,Trueblood-Report-2024-10.pdf,(local) Trueblood-Report-2024-10.pdf,46d3b90ae09f,14,Table 2
WA,2023-10,WSH,evaluation,jail,420.0,436.0,14.3,14.0,75.0,78.0,79.0,Trueblood-Report-2024-11.pdf,(local) Trueblood-Report-2024-11.pdf,53aaf66ede40,14,Table 3
WA,2023-11,WSH,evaluation,jail,390.0,386.0,14.2,14.0,70.0,76.0,77.0,Trueblood-Report-2024-12.pdf,(local) Trueblood-Report-2024-12.pdf,faf2ed19cc54,14,Table 3
WA,2023-12,WSH,evaluation,jail,409.0,397.0,14.2,14.0,70.0,75.0,76.0,Trueblood-Report-2025-01.pdf,(local) Trueblood-Report-2025-01.pdf,901f55094ef0,14,Table 3
WA,2024-01,WSH,evaluation,jail,419.0,438.0,15.9,14.0,62.0,66.0,67.0,Trueblood-Report-2025-02.pdf,(local) Trueblood-Report-2025-02.pdf,265ae906e2cb,14,Table 3
WA,2024-02,WSH,evaluation,jail,376.0,395.0,14.4,14.0,70.0,75.0,76.0,Trueblood-Report-2025-03.pdf,(local) Trueblood-Report-2025-03.pdf,07ce04aa2201,14,Table 3
WA,2024-03,WSH,evaluation,jail,408.0,390.0,13.7,14.0,73.0,76.0,76.0,Trueblood-Report-2025-04.pdf,(local) Trueblood-Report-2025-04.pdf,ccf190df18c8,14,Table 3
WA,2024-04,WSH,evaluation,jail,462.0,449.0,12.8,13.0,80.0,85.0,85.0,Trueblood-Report-2025-05.pdf,(local) Trueblood-Report-2025-05.pdf,3476aedc530f,14,Table 3
WA,2024-05,WSH,evaluation,jail,461.0,477.0,13.1,13.0,78.0,81.0,82.0,Trueblood-Report-2025-06.pdf,(local) Trueblood-Report-2025-06.pdf,eb0f8715a502,14,Table 3
WA,2024-06,WSH,evaluation,jail,445.0,410.0,13.5,14.0,73.0,80.0,81.0,Trueblood-Report-2025-07.pdf,(local) Trueblood-Report-2025-07.pdf,3593428da632,14,Table 3
WA,2024-07,WSH,evaluation,jail,494.0,511.0,13.2,14.0,77.0,82.0,84.0,Trueblood-Report-2025-08.pdf,(local) Trueblood-Report-2025-08.pdf,4e61c15429a2,15,Table 3
WA,2024-08,WSH,evaluation,jail,485.0,482.0,12.3,13.0,81.0,86.0,88.0,Trueblood-Report-2025-09.pdf,(local) Trueblood-Report-2025-09.pdf,b967b422d8e7,16,Table 3
WA,2024-09,WSH,evaluation,jail,451.0,450.0,12.9,13.0,83.0,86.0,87.0,Trueblood-Report-2025-10.pdf,(local) Trueblood-Report-2025-10.pdf,576a95fe6dda,16,Table 3
WA,2024-10,WSH,evaluation,jail,500.0,521.0,12.8,13.0,81.0,85.0,86.0,Trueblood-Report-2025-11.pdf,(local) Trueblood-Report-2025-11.pdf,c4932d189f27,16,Table 3
WA,2024-11,WSH,evaluation,jail,354.0,385.0,12.2,13.0,84.0,87.0,87.0,Trueblood-Report-2025-12.pdf,(local) Trueblood-Report-2025-12.pdf,c2cca9e44936,16,Table 3
