state,period,facility,stage,setting,orders_signed,orders_completed,avg_days_to_completion,median_days_to_completion,pct_within_deadline,pct_within_alt2,pct_within_alt3,report,source_url,source_sha,pdf_page,table_ref
WA,2024-09,TOTAL,evaluation,inpatient,18.0,25.0,5.7,6.0,88.0,88.0,88.0,Trueblood-Report-2025-10.pdf,(local) Trueblood-Report-2025-10.pdf,576a95fe6dda,35,Table 10
WA,2024-10,TOTAL,evaluation,inpatient,15.0,14.0,10.8,5.5,86.0,86.0,86.0,Trueblood-Report-2025-11.pdf,(local) Trueblood-Report-2025-11.pdf,c4932d189f27,35,Table 10
WA,2024-11,TOTAL,evaluation,inpatient,19.0,17.0,6.8,6.0,82.0,82.0,82.0,Trueblood-Report-2025-12.pdf,(local) Trueblood-Report-2025-12.pdf,c2cca9e44936,35,Table 10
WA,2024-12,TOTAL,evaluation,inpatient,23.0,26.0,4.9,4.0,92.0,100.0,100.0,Trueblood-Report-2025-12.pdf,(local) Trueblood-Report-2025-12.pdf,c2cca9e44936,35,Table 10
WA,2025-01,TOTAL,evaluation,inpatient,25.0,23.0,5.4,5.0,87.0,96.0,100.0,Trueblood-Report-2026-02.pdf,(local) Trueblood-Report-2026-02.pdf,62cb0b228080,35,Table 10
WA,2025-02,TOTAL,evaluation,inpatient,36.0,30.0,5.5,6.0,90.0,97.0,97.0,Trueblood-Report-2026-03.pdf,(local) Trueblood-Report-2026-03.pdf,f84492e7b4b1,36,Table 10
WA,2025-03,TOTAL,evaluation,inpatient,24.0,24.0,7.1,5.0,75.0,79.0,88.0,Trueblood-Report-2026-04.pdf,(local) Trueblood-Report-2026-04.pdf,bb022575e7bf,36,Table 10
WA,2025-04,TOTAL,evaluation,inpatient,21.0,25.0,4.7,6.0,96.0,96.0,96.0,Trueblood-Report-2026-05.pdf,(local) Trueblood-Report-2026-05.pdf,8494818a4829,35,Table 10
WA,2025-05,TOTAL,evaluation,inpatient,20.0,24.0,4.1,3.5,88.0,88.0,96.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2025-06,TOTAL,evaluation,inpatient,22.0,23.0,5.0,5.0,96.0,100.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2025-07,TOTAL,evaluation,inpatient,31.0,31.0,4.6,5.0,97.0,100.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2025-08,TOTAL,evaluation,inpatient,34.0,34.0,4.2,4.0,100.0,100.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2025-09,TOTAL,evaluation,inpatient,31.0,30.0,4.0,3.5,93.0,97.0,97.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2025-10,TOTAL,evaluation,inpatient,24.0,23.0,4.7,5.0,96.0,100.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2025-11,TOTAL,evaluation,inpatient,26.0,21.0,6.1,5.0,86.0,90.0,90.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2025-12,TOTAL,evaluation,inpatient,27.0,34.0,6.9,5.0,88.0,88.0,91.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2026-01,TOTAL,evaluation,inpatient,35.0,27.0,4.4,5.0,96.0,96.0,96.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2026-02,TOTAL,evaluation,inpatient,31.0,30.0,4.2,4.0,90.0,97.0,93.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2026-03,TOTAL,evaluation,inpatient,43.0,40.0,4.5,4.0,93.0,95.0,95.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2026-04,TOTAL,evaluation,inpatient,30.0,37.0,4.4,4.0,95.0,97.0,97.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2026-05,TOTAL,evaluation,inpatient,44.0,38.0,5.4,4.0,84.0,92.0,92.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,35,Table 10
WA,2018-02,TOTAL,evaluation,jail,300.0,,9.3,9.0,72.0,72.0,73.0,Trueblood-Report-2019-03.pdf,(local) Trueblood-Report-2019-03.pdf,59180600b458,13,Table 3a
WA,2018-03,TOTAL,evaluation,jail,345.0,335.0,9.7,9.0,71.0,72.0,72.0,Trueblood-Report-2019-04.pdf,(local) Trueblood-Report-2019-04.pdf,3982102aaf56,13,Table 3a
WA,2018-04,TOTAL,evaluation,jail,316.0,332.0,10.6,10.0,71.0,72.0,72.0,Trueblood-Report-2019-05.pdf,(local) Trueblood-Report-2019-05.pdf,48ba75917cc4,13,Table 3a
WA,2018-05,TOTAL,evaluation,jail,367.0,345.0,10.1,9.0,68.0,70.0,70.0,Trueblood-Report-2019-05.pdf,(local) Trueblood-Report-2019-05.pdf,48ba75917cc4,13,Table 3a
WA,2018-06,TOTAL,evaluation,jail,352.0,336.0,10.5,10.0,65.0,67.0,67.0,Trueblood-Report-2019-05.pdf,(local) Trueblood-Report-2019-05.pdf,48ba75917cc4,13,Table 3a
WA,2018-07,TOTAL,evaluation,jail,376.0,350.0,10.7,11.0,69.0,69.0,70.0,Trueblood-Report-2019-05.pdf,(local) Trueblood-Report-2019-05.pdf,48ba75917cc4,13,Table 3a
WA,2018-08,TOTAL,evaluation,jail,390.0,388.0,10.6,10.0,92.0,93.0,94.0,Trueblood-Report-2019-05.pdf,(local) Trueblood-Report-2019-05.pdf,48ba75917cc4,13,Table 3a
WA,2018-09,TOTAL,evaluation,jail,297.0,311.0,11.5,11.0,85.0,88.0,88.0,Trueblood-Report-2019-10.pdf,(local) Trueblood-Report-2019-10.pdf,68a64fa8c402,14,Table 8
WA,2018-10,TOTAL,evaluation,jail,392.0,371.0,11.6,11.0,85.0,90.0,90.0,Trueblood-Report-2019-11.pdf,(local) Trueblood-Report-2019-11.pdf,6ba93df67949,14,Table 8
WA,2018-11,TOTAL,evaluation,jail,312.0,334.0,12.8,13.0,72.0,76.0,78.0,Trueblood-Report-2019-12.pdf,(local) Trueblood-Report-2019-12.pdf,ff3749aafc99,14,Table 8
WA,2018-12,TOTAL,evaluation,jail,282.0,309.0,11.6,11.0,84.0,89.0,90.0,Trueblood-Report-2020-01.pdf,(local) Trueblood-Report-2020-01.pdf,9eb8848df148,15,Table 8
WA,2019-01,TOTAL,evaluation,jail,358.0,317.0,11.1,12.0,81.0,84.0,85.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,16,Table 8
WA,2019-02,TOTAL,evaluation,jail,294.0,287.0,12.9,12.0,75.0,80.0,82.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,16,Table 8
WA,2019-03,TOTAL,evaluation,jail,381.0,358.0,12.6,12.5,79.0,83.0,85.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,16,Table 8
WA,2019-04,TOTAL,evaluation,jail,391.0,424.0,12.0,12.0,80.0,83.0,84.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,16,Table 8
WA,2019-05,TOTAL,evaluation,jail,411.0,398.0,12.4,13.0,79.0,84.0,85.0,Trueblood-Report-2020-06.pdf,(local) Trueblood-Report-2020-06.pdf,99295309355d,18,Table 8
WA,2019-06,TOTAL,evaluation,jail,401.0,375.0,13.0,13.0,73.0,79.0,82.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,18,Table 8
WA,2019-07,TOTAL,evaluation,jail,468.0,465.0,13.0,13.0,69.0,74.0,76.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,18,Table 8
WA,2019-08,TOTAL,evaluation,jail,451.0,446.0,11.6,12.0,78.0,83.0,88.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,18,Table 8
WA,2019-09,TOTAL,evaluation,jail,379.0,403.0,12.0,12.0,82.0,86.0,88.0,Trueblood-Report-2020-10.pdf,(local) Trueblood-Report-2020-10.pdf,2bedf0f4cfff,21,Table 8
WA,2019-10,TOTAL,evaluation,jail,506.0,475.0,11.6,12.0,81.0,86.0,90.0,Trueblood-Report-2020-11.pdf,(local) Trueblood-Report-2020-11.pdf,595ab0efa441,21,Table 8
WA,2019-11,TOTAL,evaluation,jail,382.0,401.0,13.0,13.0,75.0,82.0,86.0,Trueblood-Report-2020-12.pdf,(local) Trueblood-Report-2020-12.pdf,197278ce3fbf,20,Table 8
WA,2019-12,TOTAL,evaluation,jail,405.0,426.0,12.8,13.0,66.0,73.0,75.0,Trueblood-Report-2021-01.pdf,(local) Trueblood-Report-2021-01.pdf,ee5f4e460f7b,20,Table 8
WA,2020-01,TOTAL,evaluation,jail,475.0,435.0,12.4,13.0,74.0,80.0,84.0,Trueblood-Report-2021-02.pdf,(local) Trueblood-Report-2021-02.pdf,b54a5a28745c,19,Table 8
WA,2020-02,TOTAL,evaluation,jail,425.0,439.0,12.0,13.0,79.0,82.0,84.0,Trueblood-Report-2021-03.pdf,(local) Trueblood-Report-2021-03.pdf,6b2aa713e0fb,19,Table 8
WA,2020-03,TOTAL,evaluation,jail,307.0,407.0,12.3,13.0,77.0,81.0,84.0,Trueblood-Report-2021-04.pdf,(local) Trueblood-Report-2021-04.pdf,4b588bfa8cf2,19,Table 8
WA,2020-04,TOTAL,evaluation,jail,204.0,184.0,13.3,13.0,66.0,72.0,73.0,Trueblood-Report-2021-05.pdf,(local) Trueblood-Report-2021-05.pdf,0cb3da8cda63,19,Table 8
WA,2020-05,TOTAL,evaluation,jail,241.0,231.0,13.8,13.0,68.0,73.0,74.0,Trueblood-Report-2021-06.pdf,(local) Trueblood-Report-2021-06.pdf,aecc13a6d1dc,19,Table 8
WA,2020-06,TOTAL,evaluation,jail,287.0,276.0,12.2,13.0,82.0,84.0,86.0,Trueblood-Report-2021-07.pdf,(local) Trueblood-Report-2021-07.pdf,5d748b19d1a9,19,Table 8
WA,2020-07,TOTAL,evaluation,jail,349.0,332.0,12.2,12.0,78.0,80.0,84.0,Trueblood-Report-2021-07.pdf,(local) Trueblood-Report-2021-07.pdf,5d748b19d1a9,19,Table 8
WA,2020-08,TOTAL,evaluation,jail,358.0,339.0,11.8,12.0,84.0,87.0,90.0,Trueblood-Report-2021-09.pdf,(local) Trueblood-Report-2021-09.pdf,19b1ac35a2cc,19,Table 8
WA,2020-09,TOTAL,evaluation,jail,388.0,378.0,11.9,12.0,80.0,82.0,85.0,Trueblood-Report-2021-10.pdf,(local) Trueblood-Report-2021-10.pdf,97de982233a3,19,Table 8
WA,2020-10,TOTAL,evaluation,jail,402.0,412.0,12.9,13.0,81.0,84.0,89.0,Trueblood-Report-2021-11.pdf,(local) Trueblood-Report-2021-11.pdf,a4ddd236f8ce,19,Table 8
WA,2020-11,TOTAL,evaluation,jail,314.0,319.0,12.1,13.0,78.0,81.0,85.0,Trueblood-Report-2021-12.pdf,(local) Trueblood-Report-2021-12.pdf,84321c2e419d,19,Table 8
WA,2020-12,TOTAL,evaluation,jail,292.0,329.0,13.2,13.0,71.0,81.0,83.0,Trueblood-Report-2022-01.pdf,(local) Trueblood-Report-2022-01.pdf,80a1c9a9027a,19,Table 8
WA,2021-01,TOTAL,evaluation,jail,347.0,321.0,12.9,13.0,74.0,78.0,81.0,Trueblood-Report-2022-02.pdf,(local) Trueblood-Report-2022-02.pdf,7e0983577785,21,Table 8
WA,2021-02,TOTAL,evaluation,jail,304.0,320.0,12.2,13.0,81.0,86.0,88.0,Trueblood-Report-2022-03.pdf,(local) Trueblood-Report-2022-03.pdf,758295511742,21,Table 8
WA,2021-03,TOTAL,evaluation,jail,428.0,391.0,11.2,12.0,86.0,90.0,94.0,Trueblood-Report-2022-03.pdf,(local) Trueblood-Report-2022-03.pdf,758295511742,21,Table 8
WA,2021-04,TOTAL,evaluation,jail,386.0,409.0,12.3,13.0,81.0,85.0,88.0,Trueblood-Report-2022-05.pdf,(local) Trueblood-Report-2022-05.pdf,6fa242a431c7,21,Table 8
WA,2021-05,TOTAL,evaluation,jail,381.0,352.0,11.9,13.0,86.0,89.0,91.0,Trueblood-Report-2022-06.pdf,(local) Trueblood-Report-2022-06.pdf,fac7ad731caf,21,Table 8
WA,2021-06,TOTAL,evaluation,jail,438.0,411.0,12.4,13.0,76.0,81.0,85.0,Trueblood-Report-2022-07.pdf,(local) Trueblood-Report-2022-07.pdf,1ed794b880ce,21,Table 8
WA,2021-07,TOTAL,evaluation,jail,479.0,478.0,13.0,13.0,74.0,77.0,82.0,Trueblood-Report-2022-08.pdf,(local) Trueblood-Report-2022-08.pdf,76874be56410,21,Table 8
WA,2021-08,TOTAL,evaluation,jail,545.0,485.0,13.4,13.0,73.0,77.0,84.0,Trueblood-Report-2022-09.pdf,(local) Trueblood-Report-2022-09.pdf,74671e617b2c,21,Table 8
WA,2021-09,TOTAL,evaluation,jail,491.0,498.0,14.8,14.0,62.0,67.0,77.0,Trueblood-Report-2022-10.pdf,(local) Trueblood-Report-2022-10.pdf,625cf77b4b24,21,Table 8
WA,2021-10,TOTAL,evaluation,jail,492.0,529.0,13.4,13.0,74.0,77.0,84.0,Trueblood-Report-2022-11.pdf,(local) Trueblood-Report-2022-11.pdf,e8b82f16473a,21,Table 8
WA,2021-11,TOTAL,evaluation,jail,500.0,475.0,12.6,13.0,83.0,86.0,89.0,Trueblood-Report-2022-11.pdf,(local) Trueblood-Report-2022-11.pdf,e8b82f16473a,21,Table 8
WA,2021-12,TOTAL,evaluation,jail,489.0,516.0,13.5,13.0,72.0,79.0,86.0,Trueblood-Report-2023-01.pdf,(local) Trueblood-Report-2023-01.pdf,3a0d5b251edc,21,Table 8
WA,2022-01,TOTAL,evaluation,jail,439.0,454.0,15.4,14.0,63.0,68.0,76.0,Trueblood-Report-2023-02.pdf,(local) Trueblood-Report-2023-02.pdf,7009c637f545,21,Table 8
WA,2022-02,TOTAL,evaluation,jail,473.0,437.0,14.4,13.0,72.0,74.0,78.0,Trueblood-Report-2023-02.pdf,(local) Trueblood-Report-2023-02.pdf,7009c637f545,21,Table 8
WA,2022-03,TOTAL,evaluation,jail,599.0,578.0,13.7,13.0,71.0,76.0,80.0,Trueblood-Report-2023-04.pdf,(local) Trueblood-Report-2023-04.pdf,1a09abe029a9,21,Table 8
WA,2022-04,TOTAL,evaluation,jail,594.0,531.0,13.6,13.0,72.0,78.0,84.0,Trueblood-Report-2023-05.pdf,(local) Trueblood-Report-2023-05.pdf,485d112f4341,21,Table 8
WA,2022-05,TOTAL,evaluation,jail,538.0,608.0,14.2,14.0,73.0,78.0,83.0,Trueblood-Report-2023-06.pdf,(local) Trueblood-Report-2023-06.pdf,69cb8ee59778,22,Table 8
WA,2022-06,TOTAL,evaluation,jail,561.0,538.0,14.7,14.0,68.0,74.0,82.0,Trueblood-Report-2023-07.pdf,(local) Trueblood-Report-2023-07.pdf,d9268a6683f3,22,Table 8
WA,2022-07,TOTAL,evaluation,jail,634.0,540.0,15.2,14.0,65.0,69.0,83.0,Trueblood-Report-2023-08.pdf,(local) Trueblood-Report-2023-08.pdf,db59247b803f,22,Table 8
WA,2022-08,TOTAL,evaluation,jail,642.0,688.0,15.4,14.0,59.0,65.0,76.0,Trueblood-Report-2023-09.pdf,(local) Trueblood-Report-2023-09.pdf,f8377cdfa1b9,22,Table 8
WA,2022-09,TOTAL,evaluation,jail,538.0,580.0,15.7,14.0,61.0,65.0,69.0,Trueblood-Report-2023-10.pdf,(local) Trueblood-Report-2023-10.pdf,f047e00db7ce,22,Table 8
WA,2022-10,TOTAL,evaluation,jail,535.0,532.0,16.2,14.0,65.0,68.0,70.0,Trueblood-Report-2023-11.pdf,(local) Trueblood-Report-2023-11.pdf,15755243894b,22,Table 8
WA,2022-11,TOTAL,evaluation,jail,456.0,493.0,15.5,14.0,67.0,71.0,73.0,Trueblood-Report-2023-12.pdf,(local) Trueblood-Report-2023-12.pdf,5bbaa732398b,22,Table 8
WA,2022-12,TOTAL,evaluation,jail,480.0,508.0,13.7,14.0,72.0,74.0,78.0,Trueblood-Report-2024-01.pdf,(local) Trueblood-Report-2024-01.pdf,8133c8ee7330,22,Table 8
WA,2023-01,TOTAL,evaluation,jail,583.0,516.0,14.4,14.0,68.0,75.0,78.0,Trueblood-Report-2024-02.pdf,(local) Trueblood-Report-2024-02.pdf,fd865b0cb050,22,Table 8
WA,2023-02,TOTAL,evaluation,jail,462.0,507.0,14.1,14.0,74.0,83.0,86.0,Trueblood-Report-2024-03.pdf,(local) Trueblood-Report-2024-03.pdf,549e58928e44,22,Table 8
WA,2023-03,TOTAL,evaluation,jail,607.0,562.0,13.7,14.0,78.0,84.0,85.0,Trueblood-Report-2024-04.pdf,(local) Trueblood-Report-2024-04.pdf,5636183a032d,22,Table 8
WA,2023-04,TOTAL,evaluation,jail,515.0,551.0,14.0,13.0,75.0,81.0,82.0,Trueblood-Report-2024-05.pdf,(local) Trueblood-Report-2024-05.pdf,ca3168328dcc,22,Table 8
WA,2023-05,TOTAL,evaluation,jail,583.0,590.0,12.8,13.0,82.0,87.0,87.0,Trueblood-Report-2024-05.pdf,(local) Trueblood-Report-2024-05.pdf,ca3168328dcc,22,Table 8
WA,2023-06,TOTAL,evaluation,jail,534.0,537.0,13.4,13.0,76.0,81.0,83.0,Trueblood-Report-2024-05.pdf,(local) Trueblood-Report-2024-05.pdf,ca3168328dcc,22,Table 8
WA,2023-07,TOTAL,evaluation,jail,547.0,510.0,14.0,13.0,77.0,82.0,83.0,Trueblood-Report-2024-08.pdf,(local) Trueblood-Report-2024-08.pdf,14009159338a,22,Table 8
WA,2023-08,TOTAL,evaluation,jail,568.0,591.0,13.8,14.0,76.0,81.0,82.0,Trueblood-Report-2024-09.pdf,(local) Trueblood-Report-2024-09.pdf,3bfc640f8b9d,22,Table 8
WA,2023-09,TOTAL,evaluation,jail,462.0,465.0,14.0,14.0,74.0,79.0,81.0,Trueblood-Report-2024-10.pdf,(local) Trueblood-Report-2024-10.pdf,46d3b90ae09f,23,Table 8
WA,2023-10,TOTAL,evaluation,jail,494.0,515.0,14.3,14.0,73.0,78.0,79.0,Trueblood-Report-2024-11.pdf,(local) Trueblood-Report-2024-11.pdf,53aaf66ede40,23,Table 9
WA,2023-11,TOTAL,evaluation,jail,482.0,472.0,14.4,14.0,70.0,77.0,78.0,Trueblood-Report-2024-12.pdf,(local) Trueblood-Report-2024-12.pdf,faf2ed19cc54,31,Table 9
WA,2023-12,TOTAL,evaluation,jail,494.0,481.0,14.1,14.0,69.0,76.0,77.0,Trueblood-Report-2025-01.pdf,(local) Trueblood-Report-2025-01.pdf,901f55094ef0,31,Table 9
WA,2024-01,TOTAL,evaluation,jail,515.0,525.0,15.5,14.0,62.0,68.0,70.0,Trueblood-Report-2025-02.pdf,(local) Trueblood-Report-2025-02.pdf,265ae906e2cb,31,Table 9
WA,2024-02,TOTAL,evaluation,jail,468.0,504.0,14.2,14.0,70.0,76.0,76.0,Trueblood-Report-2025-03.pdf,(local) Trueblood-Report-2025-03.pdf,07ce04aa2201,31,Table 9
WA,2024-03,TOTAL,evaluation,jail,496.0,476.0,13.3,14.0,74.0,79.0,80.0,Trueblood-Report-2025-04.pdf,(local) Trueblood-Report-2025-04.pdf,ccf190df18c8,31,Table 9
WA,2024-04,TOTAL,evaluation,jail,562.0,543.0,12.4,13.0,81.0,87.0,88.0,Trueblood-Report-2025-05.pdf,(local) Trueblood-Report-2025-05.pdf,3476aedc530f,31,Table 9
WA,2024-05,TOTAL,evaluation,jail,564.0,574.0,12.6,13.0,78.0,84.0,85.0,Trueblood-Report-2025-06.pdf,(local) Trueblood-Report-2025-06.pdf,eb0f8715a502,31,Table 9
WA,2024-06,TOTAL,evaluation,jail,544.0,524.0,12.7,14.0,77.0,84.0,85.0,Trueblood-Report-2025-07.pdf,(local) Trueblood-Report-2025-07.pdf,3593428da632,31,Table 9
WA,2024-07,TOTAL,evaluation,jail,626.0,631.0,12.6,14.0,78.0,85.0,87.0,Trueblood-Report-2025-08.pdf,(local) Trueblood-Report-2025-08.pdf,4e61c15429a2,32,Table 9
WA,2024-08,TOTAL,evaluation,jail,605.0,600.0,12.0,13.0,82.0,89.0,91.0,Trueblood-Report-2025-09.pdf,(local) Trueblood-Report-2025-09.pdf,b967b422d8e7,33,Table 9
WA,2024-09,TOTAL,evaluation,jail,547.0,555.0,12.6,13.0,82.0,88.0,89.0,Trueblood-Report-2025-10.pdf,(local) Trueblood-Report-2025-10.pdf,576a95fe6dda,33,Table 9
WA,2024-10,TOTAL,evaluation,jail,626.0,631.0,12.4,13.0,82.0,88.0,88.0,Trueblood-Report-2025-11.pdf,(local) Trueblood-Report-2025-11.pdf,c4932d189f27,33,Table 9
WA,2024-11,TOTAL,evaluation,jail,432.0,477.0,12.1,13.0,84.0,88.0,90.0,Trueblood-Report-2025-12.pdf,(local) Trueblood-Report-2025-12.pdf,c2cca9e44936,33,Table 9
WA,2024-12,TOTAL,evaluation,jail,538.0,526.0,11.9,13.0,85.0,90.0,90.0,Trueblood-Report-2025-12.pdf,(local) Trueblood-Report-2025-12.pdf,c2cca9e44936,33,Table 9
WA,2025-01,TOTAL,evaluation,jail,553.0,536.0,12.2,13.0,80.0,84.0,84.0,Trueblood-Report-2026-02.pdf,(local) Trueblood-Report-2026-02.pdf,62cb0b228080,33,Table 9
WA,2025-02,TOTAL,evaluation,jail,527.0,523.0,11.5,13.0,87.0,91.0,92.0,Trueblood-Report-2026-03.pdf,(local) Trueblood-Report-2026-03.pdf,f84492e7b4b1,34,Table 9
WA,2025-03,TOTAL,evaluation,jail,646.0,625.0,11.1,12.0,87.0,93.0,93.0,Trueblood-Report-2026-04.pdf,(local) Trueblood-Report-2026-04.pdf,bb022575e7bf,34,Table 9
WA,2025-04,TOTAL,evaluation,jail,565.0,605.0,11.4,13.0,87.0,92.0,94.0,Trueblood-Report-2026-05.pdf,(local) Trueblood-Report-2026-05.pdf,8494818a4829,33,Table 9
WA,2025-05,TOTAL,evaluation,jail,550.0,531.0,11.7,12.0,86.0,90.0,92.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2025-06,TOTAL,evaluation,jail,572.0,568.0,11.7,13.0,88.0,93.0,95.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2025-07,TOTAL,evaluation,jail,658.0,646.0,11.7,13.0,84.0,91.0,91.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2025-08,TOTAL,evaluation,jail,588.0,587.0,11.9,13.0,87.0,93.0,94.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2025-09,TOTAL,evaluation,jail,600.0,593.0,12.1,13.0,84.0,90.0,91.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2025-10,TOTAL,evaluation,jail,600.0,615.0,11.8,13.0,84.0,91.0,92.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2025-11,TOTAL,evaluation,jail,480.0,508.0,11.9,13.0,90.0,94.0,94.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2025-12,TOTAL,evaluation,jail,583.0,585.0,12.2,13.0,86.0,89.0,90.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2026-01,TOTAL,evaluation,jail,565.0,546.0,12.2,14.0,79.0,88.0,89.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2026-02,TOTAL,evaluation,jail,504.0,526.0,11.9,13.0,86.0,93.0,94.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2026-03,TOTAL,evaluation,jail,572.0,580.0,11.6,13.0,88.0,95.0,96.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2026-04,TOTAL,evaluation,jail,566.0,549.0,11.4,13.0,89.0,95.0,96.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2026-05,TOTAL,evaluation,jail,573.0,532.0,11.7,12.0,90.0,94.0,94.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,33,Table 9
WA,2018-02,TOTAL,restoration,inpatient,115.0,,41.2,25.0,9.0,9.0,9.0,Trueblood-Report-2019-03.pdf,(local) Trueblood-Report-2019-03.pdf,59180600b458,15,Table 3c
WA,2018-03,TOTAL,restoration,inpatient,115.0,,41.8,23.5,9.0,10.0,10.0,Trueblood-Report-2019-03.pdf,(local) Trueblood-Report-2019-03.pdf,59180600b458,15,Table 3c
WA,2018-04,TOTAL,restoration,inpatient,138.0,116.0,42.0,27.0,8.0,9.0,9.0,Trueblood-Report-2019-05.pdf,(local) Trueblood-Report-2019-05.pdf,48ba75917cc4,15,Table 3c
WA,2018-05,TOTAL,restoration,inpatient,116.0,120.0,35.6,22.0,9.0,9.0,9.0,Trueblood-Report-2019-06.pdf,(local) Trueblood-Report-2019-06.pdf,df2a0b64b835,15,Table 3c
WA,2018-06,TOTAL,restoration,inpatient,112.0,123.0,41.0,28.5,7.0,7.0,7.0,Trueblood-Report-2019-07.pdf,(local) Trueblood-Report-2019-07.pdf,a2b6ac7e38ef,15,Table 3c
WA,2018-07,TOTAL,restoration,inpatient,118.0,110.0,39.9,28.0,10.0,10.0,10.0,Trueblood-Report-2019-08.pdf,(local) Trueblood-Report-2019-08.pdf,c3e0e3ae6c94,16,Table 3c
WA,2018-08,TOTAL,restoration,inpatient,124.0,108.0,42.3,30.5,18.0,17.0,18.0,Trueblood-Report-2019-08.pdf,(local) Trueblood-Report-2019-08.pdf,c3e0e3ae6c94,16,Table 3c
WA,2018-09,TOTAL,restoration,inpatient,95.0,100.0,50.7,37.0,13.0,12.0,13.0,Trueblood-Report-2019-10.pdf,(local) Trueblood-Report-2019-10.pdf,68a64fa8c402,16,Table 10
WA,2018-10,TOTAL,restoration,inpatient,143.0,131.0,45.5,32.0,15.0,15.0,15.0,Trueblood-Report-2019-11.pdf,(local) Trueblood-Report-2019-11.pdf,6ba93df67949,16,Table 10
WA,2018-11,TOTAL,restoration,inpatient,108.0,118.0,44.1,27.5,0.0,17.0,17.0,Trueblood-Report-2019-12.pdf,(local) Trueblood-Report-2019-12.pdf,ff3749aafc99,16,Table 10
WA,2018-12,TOTAL,restoration,inpatient,124.0,118.0,43.6,28.5,29.0,31.0,32.0,Trueblood-Report-2020-01.pdf,(local) Trueblood-Report-2020-01.pdf,9eb8848df148,17,Table 10
